CODIGO_SUCURSAL|DESCRIPCION_SUCURSAL|CODIGO_ARTÍCULO|DESCRIPCION_ARTÍCULO|ESTADOS|UNIDAD_DE_MEDIDA_MINIMA|CANTIDAD_UNIDAD_MINIMA|UNIDAD_DE_MEDIDA_LOGISTICA|CANTIDAD_UNIDAD_LOGISTICA|COSTO_UNITARIO_UNIDAD_MINIMA|LOTE_PROVEEDOR|LOTE_SAP|FECHA_VENCIMIENTO|SISTEMA_ORIGEN|FECHA_ACTUALIZACION
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|147158|CDR X-RAY DOL (250+65+220)MG TAB  CAJ X 48|DISPONIBLE|TABLETA|0|CAJA|0|1028,95|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|144452|PROMO ANTITRANSPIRANTE  AER REXONA PAQ X 2 BAMBOO|DISPONIBLE|PAQUETE|0|PAQUETE|0|23706,8|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|132316|PRESERVATIVOS TORNADO CAJ X 3 DUO|DISPONIBLE|CAJA|0|CAJA|0|9152,1|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|118795|NUTRIBEN  CRECIMIENTO    TAR X 900GR|DISPONIBLE|TARRO|0|TARRO|0|76652,99|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|101158|EZETIMIBA 10MG TAB  CAJ X 20 WINTHROP|DISPONIBLE|TABLETA|0|CAJA|0|2739,09|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|98090|NAPROXENO 500MG TAB REC  CAJ X 10 MEMPHIS|DISPONIBLE|TABLETA|0|CAJA|0|564,08|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|130911|CRONOFEN 500MG TAB  CAJ X 400|DISPONIBLE|TABLETA|350|CAJA|0,88|252,66|null|null|null|BOPOS|4/10/2023 8:43:41 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|42323|CURA IMPERMEABLE SURTIDAS  CAJ X 20 HANSAPLAST|DISPONIBLE|PIEZA|0|CAJA|0|367,83|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|116247|SUNAID SPORT PROTECTOR SOLAR    FCO X 180ML|DISPONIBLE|FRASCO|1|FRASCO|1|59908,84|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|41114|LOC EXTRA HUMEC CON   LUBRIDERM FCO X 400ML|DISPONIBLE|FRASCO|0|FRASCO|0|15316,37|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|20354|MICARDIS PLUS (12.5+80)MG TAB  CAJ X 14|DISPONIBLE|TABLETA|0|CAJA|0|9881,26|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|114409|MOMETASYN 0.05% 0.05% SUSP NAS  FCO X 200DOSIS|DISPONIBLE|FRASCO|0|FRASCO|0|84079,38|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|125903|CARDIOCAP H (12.5+80)MG CAP  CAJ X 30|DISPONIBLE|CAPSULA|0|CAJA|0|1961,42|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|54798|ACULAR LS 4MG/ML(0.4%) SOL OFT  FCO X 5ML|DISPONIBLE|FRASCO|0|FRASCO|0|76494,35|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|60331|AZITROMICINA 500MG TAB REC  CAJ X 3 AMER GEN|DISPONIBLE|TABLETA|0|CAJA|0|2431,81|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|155425|CDR TOALLA ULTRAFINA   KOTEX SPORT PAQ X 10|DISPONIBLE|PAQUETE|0|PAQUETE|0|2703|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|44719|HIDROXIDO DE ALUMINIO 300MG/5ML(6%) SUSP ORAL  FCO X 360ML MK|DISPONIBLE|FRASCO|0|FRASCO|0|15052,42|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|30664|LAMISIL 1% SOL TOP  SPRAY X 30ML|DISPONIBLE|FRASCO|0|FRASCO|0|40244,62|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|158415|LOSARTAN 50MG TAB REC  CAJ X 30 MK|DISPONIBLE|TABLETA|0|CAJA|0|446,19|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|386919|PROMO VICK VAPORUB (1.33+5.26+2.82)% UNG TOP  PAQ X 1|DISPONIBLE|PAQUETE|0|PAQUETE|0|19035,39|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|19032|CELEBREX 200MG CAP  CAJ X 10 200MG CAP  CAJ X 10|DISPONIBLE|CAPSULA|0|CAJA|0|1355,4|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|159613|GAFAS DE LECTURA V-POLAK REF VP16-08 UND BRIGHTLOOK  3.0+ CAFE|DISPONIBLE|PIEZA|0|PIEZA|0|14640|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|22032|TRILEPTAL 300MG/5ML(6%) SUSP ORAL  FCO X 100ML|DISPONIBLE|FRASCO|0|FRASCO|0|26403,97|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|42568|BIOCICAR (1+5+5)% CREM TOP  CAJ X 1TUB|DISPONIBLE|TUBO|0|TUBO|0|29316,82|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|403117|JABON DISPENSADOR PIEL DELICAD   ECOTU FCO X 200 ML LIQUIDO|DISPONIBLE|FRASCO|0|FRASCO|0|19579,51|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530915|ALERTADINA 2MG TAB INST CAJ X 20|DISPONIBLE|TABLETA|0|CAJA|0|174,9|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|43368|SATOREN 100MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|6535,27|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|531222|MRY HEDERA  JBE  FCO X 100ML|DISPONIBLE|FRASCO|0|FRASCO|0|16189,27|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|18808|TETRALYSAL 150MG CAP  CAJ X 16|DISPONIBLE|CAPSULA|0|CAJA|0|4792,23|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|97790|CLOTRIMAZOL+6 APLICADORES 1% CREM VAG  TUB X 40GR PROCAPS|DISPONIBLE|CAJA|0|CAJA|0|2764|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|142928|FENOX 40MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|2872,65|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|22882|POLVO STOMAHESIVE REF 25510 FCO X 28.3GR CONVATEC|DISPONIBLE|FRASCO|1|FRASCO|1|39880,89|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|402911|AQUATOP LIMPIADOR LÍQUIDO    FCO X 400ML|DISPONIBLE|FRASCO|0|FRASCO|0|45569,66|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|155075|CDR TALCO DTE.24H   ARDEN FOR MEN FCO X 30GR PIES|DISPONIBLE|FRASCO|0|FRASCO|0|1622|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529760|MRY LOCION ANTIBACTERIAL   BARDOT FCO X 300ML|DISPONIBLE|FRASCO|0|FRASCO|0|4900|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530594|PANTS CLASICO   TENA PAQ X 16 UNISEX LARGUE|DISPONIBLE|PIEZA|16|PAQUETE|1|2602,53|null|null|null|BOPOS|4/10/2023 8:43:40 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|66114|BENZIRIN FORTE AD SPRAY 0.3% SOL BUC  FCO X 45ML|DISPONIBLE|FRASCO|0|FRASCO|0|33672,71|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|297347|PROTECTOR LABIAL   ISDIN TUB X 4GR FPS 50+|DISPONIBLE|TUBO|0|TUBO|0|17512,66|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|107368|LEVOTIROXINA 150MCG TAB  CAJ X 50 MK|DISPONIBLE|TABLETA|0|CAJA|0|775,55|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|159298|PANITOS HUMEDOS INTIMOS   NOSOTRAS PAQ X 16 SENSITI-V|DISPONIBLE|PAQUETE|0|PAQUETE|0|4374,11|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|95239|ALBENDAZOL 100MG/5ML(2%) SUSP ORAL  FCO X 20ML AMER GEN|INCONS_PTO|FRASCO|0|FRASCO|0|3662,47|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|81558|GALVUS MET (850+50)MG TAB REC  CAJ X 28|DISPONIBLE|TABLETA|0|CAJA|0|1620,04|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|81676|LOCION LIMPIADORA   CETAPHIL FCO X 473ML PIEL SENSIBLE|DISPONIBLE|FRASCO|0|FRASCO|0|64358,74|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|82399|QUETIAPINA 100MG TAB REC  CAJ X 30 MK|DISPONIBLE|TABLETA|0|CAJA|0|1266,64|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|386326|NUTREN    TAR X 370GR SENIOR   VAINILLA|DISPONIBLE|TARRO|0|TARRO|0|59022,14|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|160250|D.A.VITAMINA A 50000UI CAP BLAND  CAJ X 30 IMPOZOL|DISPONIBLE|CAPSULA|0|CAJA|0|524|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|84227|REFLUFIN PLUS (5+25)MG/5ML(0.1+0.5)% SUSP ORAL  FCO X 240ML|DISPONIBLE|FRASCO|0|FRASCO|0|28014,12|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|76568|ALGIMIDE (325+15)MG TAB  CAJ X 100|DISPONIBLE|TABLETA|190|CAJA|1,9|414,85|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|153323|MAQUINA AFEITAR   GILLETTE UND ULTRAGRIP 3|DISPONIBLE|PIEZA|0|PAQUETE|0|1980,92|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|21527|LIOTON 100000UI/100GR GEL TOP  TUB X 30GR|DISPONIBLE|TUBO|0|TUBO|0|40559,29|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|139534|ARCALION 200MG TAB REC  CAJ X 40|DISPONIBLE|TABLETA|0|CAJA|0|2738,93|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|116801|EXFORGE (10+320)MG TAB REC  CAJ X 28|DISPONIBLE|TABLETA|0|CAJA|0|3181,33|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|97859|NELIND 10MUI/100GR+20% CREM TOP  TUB X 40GR|DISPONIBLE|TUBO|0|TUBO|0|14805,82|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530938|MRY FERITREX 500MG TAB  CAJ X 1|DISPONIBLE|CAJA|0|CAJA|0|12060|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|83780|CREMA REPARACION INTENSIVA   LUBRIDERM FCO X 200ML|DISPONIBLE|FRASCO|0|FRASCO|0|18602,58|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|146049|FITOSTIMOLINE 200MG/100ML(2MG/ML) SOL TOP  SPRAY X 30ML|DISPONIBLE|SPRAY|0|SPRAY|0|63599,17|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|21181|CICADERM NF 12% CREM TOP  TUB X 60GR|DISPONIBLE|TUBO|2|TUBO|2|41330,85|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|101686|ESPIDIFEN 400MG TAB REC  CAJ X 12|DISPONIBLE|TABLETA|0|CAJA|0|886,99|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|37216|NIFEDIPINO 10MG CAP  CAJ X 30 AMER GEN|DISPONIBLE|TABLETA|0|CAJA|0|260|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|386411|ESQUERAT (3+2.5)GR GEL TOPICO  TUB X 30GR|DISPONIBLE|TUBO|0|TUBO|0|56552,01|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530789|HILO DENTAL MENTOLADO MENTOLADO SOB X 1 GUM|DISPONIBLE|SOBRE|0|SOBRE|0|6579,06|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|158781|IBONE D 12000UI+150MG TAB REC  CAJ X 3|DISPONIBLE|TABLETA|0|CAJA|0|92553,58|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|20238|RYTMONOR 150MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|5127,39|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|97755|POLIVITAMINAS Y MINERALES MULTIPLES COMPONENTES CAP COLMED CAJ X 100|DISPONIBLE|CAPSULA|0|CAJA|0|169,72|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|42263|ANEMIDOX 30MG/5ML(0.6%)(Fe) SUSP ORAL  FCO X 120ML|DISPONIBLE|CAJA_INDIVIDUAL|0|CAJA_INDIVIDUAL|0|66944,26|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|111373|DESLODEX 2.5MG/5ML(0.05%) JBE  FCO X 100ML|DISPONIBLE|FRASCO|0|FRASCO|0|77417,94|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|158614|ACONDICIONADOR ARGAN OIL   HERBAL ESSENCES FCO X 400ML|DISPONIBLE|FRASCO|0|FRASCO|0|19888,23|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|528882|MRY SEPARADOR    UNIDAD|DISPONIBLE|PIEZA|0|PIEZA|0|1688|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|528954|HOM 542574 MRY ESMALTE   VALMY UNIDAD   PASION|DISPONIBLE|PIEZA|0|PIEZA|0|3157,67|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529276|MRY CREMA HIDRATANTE DE NOCHE    FCO X 50ML|DISPONIBLE|FRASCO|0|FRASCO|0|275000|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|111154|PEPSAMAR PLUS (400+400+30)MG/5ML(8+8+0.6)% SUSP ORAL  FCO X 150ML|DISPONIBLE|FRASCO|0|FRASCO|0|13945,91|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|168828|NUTRIBEN CONFORT    TAR X 800GR|DISPONIBLE|TARRO|0|TARRO|0|92481,24|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529754|MRY DESODORANTE ANTIBACTERIAL   REXONA PAQ X 3BAR X 120GR|DISPONIBLE|PIEZA|0|PAQUETE|0|1677,67|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|42386|ALGODON POMITOS  BOL X 100GR JGB|DISPONIBLE|BOLSA|0|BOLSA|0|6705,95|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|114951|BRIMOLOL (2+5)MG/ML(0.2+0.5)% SOL OFT  FCO X 5ML MK|DISPONIBLE|FRASCO|0|FRASCO|0|103019,72|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|399951|VESOMNI (6+0.4)MG TAB LIB PROL  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|5779,77|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|99371|NOXPIRIN PLUS (500+30+5+10)MG CAP  CAJX100TBXSOBX4TB|DISPONIBLE|CAPSULA|0|CAJA|0|813,3|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530102|IRBEVITAE PLUS (12.5+150)MG TAB REC  CAJ X 28|DISPONIBLE|TABLETA|0|CAJA|0|1007,24|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530288|MRY MULTIVIT M PLUS    CAJ X 40|DISPONIBLE|CAPSULA|0|CAJA|0|572,6|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530307|MRY ARRURU CREMA LIGERA    FCO X 1075ML LIQUIDA|DISPONIBLE|FRASCO|0|FRASCO|0|13447,69|null|null|null|BOPOS|4/10/2023 8:43:42 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529587|MRY BODY SPLASH   MYSELF FCO X 260ML|DISPONIBLE|FRASCO|0|FRASCO|0|15595,77|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529909|MRY ENJUAGUE TOTAL ANTISARRO +   COLGATE PAQ X 1|DISPONIBLE|PAQUETE|0|PAQUETE|0|12032|null|null|null|BOPOS|4/10/2023 8:43:43 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|165098|EXELGES MULTIPLES COMPONENTES CAP BLAND  CAJ X 30|DISPONIBLE|CAPSULA|0|CAJA|0|1834,74|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|153125|CDR LECHE   SOY PLUS LAT X 400GR    NATURAL|DISPONIBLE|LATA|3|LATA|3|15652,32|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|162139|CORBIS 5MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|484,2|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|160182|REGENEXT FORTE   LAVANTE FCO X 265GR|DISPONIBLE|FRASCO|0|FRASCO|0|20098,34|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|18641|BATEN 150MG CAP  CAJ X 2|DISPONIBLE|CAPSULA|0|CAJA|0|41685,38|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|142337|OFERTA SPLASH TEARS DUOPACK (1+2)MG/ML(0.1+0.2)% SOL OFT  FCO X 15ML|DISPONIBLE|PAQUETE|1|PAQUETE|1|29619,2|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|116173|ASEPTIDINA JABON 4% SOL TOP  FCO X 120ML|DISPONIBLE|FRASCO|0|FRASCO|0|4368,33|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|168803|SHAMPOO ANTICASPA   SAVITAL FCO X 550ML    MENTA EUCALITO SAVILA|DISPONIBLE|FRASCO|0|FRASCO|0|13065,98|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|72768|ACUANOVA SOFT    POT X 220GR|DISPONIBLE|POTE|0|POTE|0|59246,38|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|125898|CARDIK A (5+80)MG TAB REC  CAJ X 28|DISPONIBLE|TABLETA|0|CAJA|0|623,95|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|383510|CREMA DENTAL   FLUOCARDENT TUB X 134GR|DISPONIBLE|TUBO|0|TUBO|0|3956,95|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|113455|CEP COLGATE CABEZA COM 2X1 SUAVE PAQ X 1 SLIM SOFT|DISPONIBLE|PAQUETE|0|PAQUETE|0|16717,08|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|141098|MELOXICAM 15MG/1.5ML(10MG/ML) SOL INY  CAJ X 3AMPX1.5ML|INCONS_PTO|AMPOLLA|0|CAJA|0|2715,33|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|528916|MRY SUNGLASS POLVO COMPACTO    CAJ X 16GR|DISPONIBLE|CAJA|0|CAJA|0|21308|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|98348|GASPRID M 5MG TAB INST CAJ X 30|DISPONIBLE|TABLETA|90|CAJA|3|574,27|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|528640|MRY BLOQUEADOR SOLAR   JEAN DAVEZE FCO X 125ML|DISPONIBLE|FRASCO|0|FRASCO|0|62170|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|113471|NAN COMFORT    TAR X 400GR|DISPONIBLE|TARRO|0|TARRO|0|68470,98|null|null|null|BOPOS|4/10/2023 8:43:44 a. m.|
